domain_accession,n_carriers,n_species_present,n_species_absent,avoidance_score,expected_species_absent,excess_absence,poisson_binomial_p,n_clades_present,n_clades_absent,clade_avoidance_score,absent_clades,present_species,q_value,significant_q05,domain_name,description,clan_accession,clan_id
PF13718,22,19,1,0.05,6.981,-5.981,0.9998377713050368,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,GNAT_acetyltr_2,GNAT acetyltransferase 2,CL0257,Acetyltrans
PF13725,22,19,1,0.05,6.981,-5.981,0.9998377713050368,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,tRNA_bind_2,Possible tRNA binding domain,CL0123,HTH
PF18995,22,19,1,0.05,6.981,-5.981,0.9998377449346262,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,PRT6_C,Proteolysis_6 C-terminal,,
PF26292,22,19,1,0.05,6.981,-5.981,0.9998377553347781,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax; Plasmodium yoelii,1.0,False,PUA_elF2D,"elF2D, PUA domain",CL0178,PUA
PF02223,22,19,1,0.05,6.982,-5.982,0.9998384930279414,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Thymidylate_kin,Thymidylate kinase,CL0023,P-loop_NTPase
PF03483,22,19,1,0.05,6.982,-5.982,0.9998384930279414,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,B3_4,B3/4 domain,CL0383,PheT-TilS
PF05158,22,19,1,0.05,6.982,-5.982,0.9998384930279414,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,RNA_pol_Rpc34,RNA polymerase Rpc34 subunit,CL0123,HTH
PF06814,22,19,1,0.05,6.982,-5.982,0.9998384930279414,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,GOST_TM,"GOST, seven transmembrane domain",CL0192,GPCR_A
PF12237,22,19,1,0.05,6.982,-5.982,0.9998384930279414,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,PCIF1_WW,Phosphorylated CTD interacting factor 1 WW domain,,
PF21021,22,19,1,0.05,6.982,-5.982,0.9998384930279414,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,FAF1,Fas-associated factor 1,CL0172,Thioredoxin
PF25400,22,19,1,0.05,6.982,-5.982,0.9998384930279414,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,PH_FAN,FAN protein N-terminal PH domain,CL0266,PH
PF03034,22,19,1,0.05,6.984,-5.984,0.9998385084468173,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,PSS,Phosphatidyl serine synthase,,
PF06741,22,19,1,0.05,6.984,-5.984,0.9998384821962298,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,LsmAD,LsmAD domain,,
PF09377,22,19,1,0.05,6.984,-5.984,0.9998386265263848,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,SBDS_domain_II,"SBDS protein, domain II",CL0437,EF-G_C
PF14438,22,19,1,0.05,6.984,-5.984,0.9998384821962298,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,SM-ATX,Ataxin 2 SM domain,CL0986,Sm-like
PF00589,22,19,1,0.05,6.985,-5.985,0.9998398919461957,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Phage_integrase,Phage integrase family,CL0382,DNA-mend
PF00831,22,19,1,0.05,6.987,-5.987,0.9998408963527069,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Ribosomal_L29,Ribosomal L29 protein,CL0346,Ribo_L29
PF14260,22,19,1,0.05,6.987,-5.987,0.9998405228124703,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,zf-C4pol,C4-type zinc-finger of DNA polymerase delta,,
PF01896,22,19,1,0.05,6.988,-5.988,0.9998409992571441,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,DNA_primase_S,DNA primase small subunit,CL0243,AEP
PF03901,22,19,1,0.05,6.988,-5.988,0.9998410590348605,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Glyco_transf_22,Alg9-like mannosyltransferase family,CL0111,GT-C
PF01780,19,18,2,0.1,8.029,-6.029,0.9995686901308497,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Ribosomal_L37ae,Ribosomal L37ae protein family,CL0167,Zn_Beta_Ribbon
PF01907,19,18,2,0.1,8.029,-6.029,0.9995666805710971,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Ribosomal_L37e,Ribosomal protein L37e,CL0167,Zn_Beta_Ribbon
PF02150,19,18,2,0.1,8.029,-6.029,0.9995686364358932,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Zn_ribbon_RPB9,RNA polymerases M/15 Kd subunit,CL0167,Zn_Beta_Ribbon
PF02320,19,18,2,0.1,8.029,-6.029,0.9995676178755024,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,UCR_hinge,Ubiquinol-cytochrome C reductase hinge protein,,
PF09809,19,18,2,0.1,8.029,-6.029,0.9995676178755024,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,MRP-L27,Mitochondrial ribosomal protein L27,,
PF13367,19,18,2,0.1,8.029,-6.029,0.9995686901308497,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,PrsW-protease,PrsW family intramembrane metalloprotease,CL0472,Peptidase_U
PF13679,19,18,2,0.1,8.029,-6.029,0.9995673308204414,7,0,0.0,,Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Methyltransf_32,Methyltransferase domain,CL0063,NADP_Rossmann
PF22934,19,18,2,0.1,8.029,-6.029,0.9995686901308497,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,SPRTN_ZBD,Spartan-like zinc binding domain,,
PF02517,19,18,2,0.1,8.032,-6.032,0.9995706658524035,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Rce1-like,Type II CAAX prenyl endopeptidase Rce1-like,CL0472,Peptidase_U
PF03911,19,18,2,0.1,8.032,-6.032,0.9995701175199294,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Sec61_beta,Sec61beta family,,
PF05206,19,18,2,0.1,8.032,-6.032,0.9995702081261988,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,TRM13,Methyltransferase TRM13,CL0063,NADP_Rossmann
PF05365,19,18,2,0.1,8.032,-6.032,0.9995706658524035,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,UCR_UQCRX_QCR9,Cytochrome b-c1 complex subunit 9,,
PF05997,19,18,2,0.1,8.032,-6.032,0.999569018900923,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Nop52,"Nucleolar protein,Nop52",,
PF06331,19,18,2,0.1,8.032,-6.032,0.9995706658524035,7,0,0.0,,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Tfb5,Transcription factor TFIIH complex subunit Tfb5,,
PF08152,19,18,2,0.1,8.032,-6.032,0.9995706123926658,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,GUCT,GUCT (NUC152) domain,CL0221,RRM
PF10394,19,18,2,0.1,8.032,-6.032,0.9995708321346082,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,1.0,False,Hat1_N,Histone acetyl transferase HAT1 N-terminus,CL0361,C2H2-zf
PF12022,19,18,2,0.1,8.032,-6.032,0.9995686114868095,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,COG2_C,"COG complex component, COG2, C-terminal",CL0020,TPR
PF15963,19,18,2,0.1,8.032,-6.032,0.999570470213617,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Myb_DNA-bind_7,Myb DNA-binding like,CL0123,HTH
PF28410,19,18,2,0.1,8.032,-6.032,0.9995706123926658,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Diphthami_syn_2_C,Diphthamide synthase C-terminal domain,,
PF01781,19,18,2,0.1,8.038,-6.038,0.9995777393799028,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax,1.0,False,Ribosomal_L38e,Ribosomal L38e protein family,,
PF07743,19,18,2,0.1,8.038,-6.038,0.9995763109932727,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax,1.0,False,HSCB_C,HSCB C-terminal oligomerisation domain,,
PF03435,19,18,2,0.1,8.039,-6.039,0.9995758383332215,7,0,0.0,,Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax,1.0,False,Sacchrp_dh_NADP,Saccharopine dehydrogenase NADP binding domain,CL0063,NADP_Rossmann
PF00387,25,20,0,0.0,6.072,-6.072,1.0000000000000004,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,PI-PLC-Y,"Phosphatidylinositol-specific phospholipase C, Y domain",CL0036,TIM_barrel
PF00388,25,20,0,0.0,6.072,-6.072,1.0000000000000004,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,PI-PLC-X,"Phosphatidylinositol-specific phospholipase C, X domain",CL0036,TIM_barrel
PF09177,25,20,0,0.0,6.072,-6.072,1.0000000000000004,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,STX6_10_61_N,"Syntaxin 6/10/61, N-terminal",,
PF01813,25,20,0,0.0,6.076,-6.076,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,ATP-synt_D,ATP synthase subunit D ,,
PF05024,25,20,0,0.0,6.079,-6.079,1.0000000000000002,7,0,0.0,,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,1.0,False,Gpi1,N-acetylglucosaminyl transferase component (Gpi1),,
