domain_accession,n_proteins,n_instances,n_species,n_clades,n_reviewed_carriers,species_list,n_unreviewed_carriers,reviewed_fraction,pct_of_proteome,instances_per_carrier,domain_name,description,clan_accession,clan_id
PF02518,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,HATPase_c,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",CL0025,His_Kinase_A
PF07647,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,SAM_2,SAM domain (Sterile alpha motif),CL0003,SAM
PF00589,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Phage_integrase,Phage integrase family,CL0382,DNA-mend
PF10437,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Lip_prot_lig_C,Bacterial lipoate protein ligase C-terminus,CL0233,SufE_NifU
PF10511,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Cementoin,Trappin protein transglutaminase binding domain,,
PF11940,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DUF3458,Domain of unknown function (DUF3458) Ig-like fold,CL0159,E-set
PF00562,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,RNA_pol_Rpb2_6,"RNA polymerase Rpb2, domain 6",CL0410,LEF-8-like
PF12451,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,VPS11_C,Vacuolar protein sorting protein 11 C terminal,,
PF00521,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DNA_topoisoIV,"DNA gyrase/topoisomerase IV, subunit A",,
PF00515,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,TPR_1,Tetratricopeptide repeat,CL0020,TPR
PF07719,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,TPR_2,Tetratricopeptide repeat,CL0020,TPR
PF00847,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,AP2,AP2 domain,CL0081,MBD-like
PF04990,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,RNA_pol_Rpb1_7,"RNA polymerase Rpb1, domain 7",,
PF06026,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Rib_5-P_isom_A,Ribose 5-phosphate isomerase A (phosphoriboisomerase A),CL0063,NADP_Rossmann
PF04992,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,RNA_pol_Rpb1_6,"RNA polymerase Rpb1, domain 6",,
PF01384,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PHO4,Phosphate transporter family,,
PF01321,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Creatinase_N,Creatinase/Prolidase N-terminal domain,CL0356,AMP_N-like
PF05191,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,ADK_lid,"Adenylate kinase, active site lid",CL0167,Zn_Beta_Ribbon
PF01248,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Ribosomal_L7Ae,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family,CL0101,PELOTA
PF01182,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Glucosamine_iso,Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase,CL0063,NADP_Rossmann
PF01180,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DHO_dh,Dihydroorotate dehydrogenase,CL0036,TIM_barrel
PF01161,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PBP,Phosphatidylethanolamine-binding protein,,
PF01031,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Dynamin_M,Dynamin central region,,
PF07529,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,HSA,HSA domain,,
PF00958,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,GMP_synt_C,GMP synthase C terminal domain,,
PF06437,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,ISN1,IMP-specific 5'-nucleotidase,CL0137,HAD
PF00956,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,NAP,Nucleosome assembly protein (NAP),,
PF00935,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Ribosomal_L44,Ribosomal protein L44,CL0167,Zn_Beta_Ribbon
PF06703,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,SPC25,Microsomal signal peptidase 25 kDa subunit (SPC25),,
PF07016,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,CRAM_rpt,Cysteine-rich acidic integral membrane protein precursor,,
PF07418,1,1,1,1,1,Plasmodium chabaudi,0,1.0,0.129,1.0,PCEMA1,Acidic phosphoprotein precursor PCEMA1,,
PF00861,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Ribosomal_L18p,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast",CL0267,S11_L18p
PF27846,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,tSAM_targ_Cxxx_rpt,Modification target Cys-rich repeat,,
