domain_a,domain_b,n_AB,n_A,n_B,N,expected_AB,jaccard,lift,pmi_log2,fisher_p,obligate_pair,same_clan,clan_a,clan_b,q_value,significant_q05,headline_eligible,name_a,name_b
PF01138,PF03725,44,87,44,76215,0.05,0.5057,876.034,9.775,5.473757535125964e-136,False,False,CL0329,,3.8907365766106624e-135,True,True,RNase_PH,RNase_PH_C
PF08385,PF22597,22,52,37,76215,0.025,0.3284,871.481,9.767,1.1179729967921263e-62,False,False,,CL0671,1.8702885272301428e-62,True,True,DHC_N1,DYN_lid
PF00533,PF25361,24,34,62,76215,0.028,0.3333,867.723,9.761,5.340646103012247e-69,False,False,CL0459,CL0671,1.0300303439440181e-68,True,True,BRCT,AAA_lid_RFC1
PF00006,PF02874,88,88,88,76215,0.102,1.0,866.08,9.758,4.6834371525150795e-296,True,False,CL0023,CL0866,1.2662006873049697e-294,True,False,ATP-synt_ab,ATP-synt_ab_N
PF00006,PF22919,66,88,66,76215,0.076,0.75,866.08,9.758,1.0353639404239524e-209,False,False,CL0023,,1.3630791354798818e-208,True,True,ATP-synt_ab,ATP-synt_VA_C
PF02874,PF22919,66,88,66,76215,0.076,0.75,866.08,9.758,1.0353639404239524e-209,False,False,CL0866,,1.3630791354798818e-208,True,True,ATP-synt_ab_N,ATP-synt_VA_C
PF01000,PF01193,62,88,62,76215,0.072,0.7045,866.08,9.758,9.704081828178703e-196,False,False,,CL0509,1.1848370877308514e-194,True,True,RNA_pol_A_bac,RNA_pol_L
PF24633,PF24634,51,51,88,76215,0.059,0.5795,866.08,9.758,1.4215762587960104e-158,False,True,CL0607,CL0607,1.3621939593779491e-157,True,False,DUF7630,DUF7631
PF24631,PF24634,22,22,88,76215,0.025,0.25,866.08,9.758,1.345412702980001e-66,False,False,CL0159,CL0607,2.430733690109453e-66,True,True,DUF7628,DUF7631
PF24632,PF24634,22,22,88,76215,0.025,0.25,866.08,9.758,1.345412702980001e-66,False,False,CL0159,CL0607,2.430733690109453e-66,True,True,DUF7629,DUF7631
PF24634,PF24639,22,88,22,76215,0.025,0.25,866.08,9.758,1.345412702980001e-66,False,False,CL0607,CL0159,2.430733690109453e-66,True,True,DUF7631,DUF7634
PF24634,PF24640,22,88,22,76215,0.025,0.25,866.08,9.758,1.345412702980001e-66,False,False,CL0607,CL0186,2.430733690109453e-66,True,True,DUF7631,DUF7635
PF00006,PF00306,22,88,22,76215,0.025,0.25,866.08,9.758,1.345412702980001e-66,False,False,CL0023,,2.430733690109453e-66,True,True,ATP-synt_ab,ATP-synt_ab_C
PF00306,PF02874,22,22,88,76215,0.025,0.25,866.08,9.758,1.345412702980001e-66,False,False,,CL0866,2.430733690109453e-66,True,True,ATP-synt_ab_C,ATP-synt_ab_N
PF03129,PF04073,22,88,22,76215,0.025,0.25,866.08,9.758,1.345412702980001e-66,False,False,CL0458,,2.430733690109453e-66,True,True,HGTP_anticodon,tRNA_edit
PF03129,PF09180,22,88,22,76215,0.025,0.25,866.08,9.758,1.345412702980001e-66,False,False,CL0458,,2.430733690109453e-66,True,True,HGTP_anticodon,ProRS-C_1
PF00006,PF16886,22,88,22,76215,0.025,0.25,866.08,9.758,1.345412702980001e-66,False,False,CL0023,CL0105,2.430733690109453e-66,True,True,ATP-synt_ab,ATP-synt_ab_Xtn
PF02874,PF16886,22,88,22,76215,0.025,0.25,866.08,9.758,1.345412702980001e-66,False,False,CL0866,CL0105,2.430733690109453e-66,True,True,ATP-synt_ab_N,ATP-synt_ab_Xtn
PF01472,PF01509,22,44,44,76215,0.025,0.3333,866.08,9.758,1.9529262373898723e-62,False,False,CL0178,CL0649,3.2527286286119544e-62,True,True,PUA,TruB_N
PF00467,PF16906,21,88,21,76215,0.024,0.2386,866.08,9.758,1.5300354550874363e-63,False,True,CL0010,CL0010,2.594035474806695e-63,True,False,KOW,Ribosomal_L26
PF24634,PF24635,21,88,21,76215,0.024,0.2386,866.08,9.758,1.5300354550874363e-63,False,False,CL0607,,2.594035474806695e-63,True,True,DUF7631,DUF7632
PF00051,PF24634,13,13,88,76215,0.015,0.1477,866.08,9.758,2.5562901024493072e-39,False,False,CL0602,CL0607,3.2278759091811936e-39,True,True,Kringle,DUF7631
PF00204,PF00521,23,45,45,76215,0.027,0.3433,865.652,9.758,2.2566433244553176e-65,False,False,CL0329,,4.005343485610024e-65,True,True,DNA_gyraseB,DNA_topoisoIV
PF01851,PF13646,23,45,45,76215,0.027,0.3433,865.652,9.758,2.2566433244553176e-65,False,True,CL0020,CL0020,4.005343485610024e-65,True,False,PC_rep,HEAT_2
PF00198,PF00364,63,65,86,76215,0.073,0.7159,858.953,9.746,5.397531219303361e-197,False,False,CL0149,CL0105,6.643790460183161e-196,True,True,2-oxoacid_dh,Biotin_lipoyl
PF00117,PF02787,22,85,23,76215,0.026,0.2558,857.662,9.744,1.2893672401773076e-65,False,False,CL0014,CL0123,2.2992956438497572e-65,True,True,GATase,CPSase_L_D3
PF00117,PF25596,22,85,23,76215,0.026,0.2558,857.662,9.744,1.2893672401773076e-65,False,False,CL0014,CL0063,2.2992956438497572e-65,True,True,GATase,CPSase_L_D1
PF00117,PF02142,20,85,21,76215,0.023,0.2326,853.95,9.738,1.6429057074268914e-59,False,False,CL0014,,2.5829275607936796e-59,True,True,GATase,MGS
PF00364,PF01039,22,86,23,76215,0.026,0.2529,847.69,9.727,1.73256546098978e-65,False,False,CL0105,CL0127,3.0860048328688554e-65,True,True,Biotin_lipoyl,Carboxyl_trans
PF03764,PF16004,15,90,15,76215,0.018,0.1667,846.833,9.726,3.526270418388679e-45,False,False,CL0329,,4.720400896056994e-45,True,True,EFG_IV,EFTUD2
PF00106,PF08659,13,78,15,76215,0.015,0.1625,846.833,9.726,4.921528691276011e-38,False,True,CL0063,CL0063,6.163105408264583e-38,True,False,adh_short,KR
PF00579,PF22421,10,90,10,76215,0.012,0.1111,846.833,9.726,3.1409423201742772e-30,False,False,CL0039,CL0492,3.6890075216190335e-30,True,True,tRNA-synt_1b,SYY_C-terminal
PF03828,PF22600,5,5,90,76215,0.006,0.0556,846.833,9.726,2.0511036440364244e-15,False,False,,CL0260,2.1475594170616503e-15,True,True,PAP_assoc,MTPAP-like_central
PF00467,PF17136,42,88,43,76215,0.05,0.4719,845.938,9.724,1.3187237837230455e-127,False,True,CL0010,CL0010,8.459948341341911e-127,True,False,KOW,ribosomal_L24
PF01472,PF17832,21,44,43,76215,0.025,0.3182,845.938,9.724,3.2339591364621965e-59,False,False,CL0178,CL0668,5.05285256202659e-59,True,True,PUA,Pre-PUA
PF00752,PF00867,66,67,89,76215,0.078,0.7333,843.567,9.72,2.683494893564539e-207,False,False,CL0280,CL0464,3.4141271166863126e-206,True,True,XPG_N,XPG_I
PF09382,PF16124,7,22,29,76215,0.008,0.1591,836.215,9.708,8.94951162256711e-20,False,False,CL0123,,9.643815371221782e-20,True,True,RQC,RecQ_Zn_bind
PF00515,PF07719,8,32,23,76215,0.01,0.1702,828.424,9.694,1.8195009784085436e-22,False,True,CL0020,CL0020,2.009281167987261e-22,True,False,TPR_1,TPR_2
PF00588,PF08032,17,87,18,76215,0.021,0.1932,827.366,9.692,3.2092120086163865e-50,False,False,CL0098,CL0101,4.519764633530427e-50,True,True,SpoU_methylase,SpoU_sub_bind
PF01593,PF13450,39,68,53,76215,0.047,0.4756,824.746,9.688,2.699217789068567e-113,False,True,CL0063,CL0063,1.5079762851106312e-112,True,False,Amino_oxidase,NAD_binding_8
PF00454,PF21245,22,85,24,76215,0.027,0.2529,821.926,9.683,1.5460169655319473e-64,False,False,CL0016,CL0020,2.696624061999272e-64,True,True,PI3_PI4_kinase,PI4KB-PIK1_PIK
PF00623,PF04998,69,81,80,76215,0.085,0.75,811.549,9.665,1.7987857197879848e-212,False,False,,,2.521631092369453e-211,True,True,RNA_pol_Rpb1_2,RNA_pol_Rpb1_5
PF01344,PF24981,13,36,34,76215,0.016,0.2281,809.473,9.661,4.538819746488598e-36,False,True,CL0186,CL0186,5.546225259228198e-36,True,False,Kelch_1,Beta-prop_ATRN-LZTR1
PF04997,PF04998,67,79,80,76215,0.083,0.7283,807.975,9.658,4.839656840377178e-205,False,False,,,6.055570625066982e-204,True,True,RNA_pol_Rpb1_1,RNA_pol_Rpb1_5
PF00136,PF03104,41,69,57,76215,0.052,0.4824,794.512,9.634,2.2406910583705617e-118,False,False,CL0194,CL0219,1.2898883126893653e-117,True,True,DNA_pol_B,DNA_pol_B_exo1
PF17852,PF22597,37,98,37,76215,0.048,0.3776,777.704,9.603,4.336732553920841e-111,False,False,,CL0671,2.378917785013099e-110,True,True,Dynein_AAA_lid,DYN_lid
PF12780,PF12781,86,93,91,76215,0.111,0.8776,774.488,9.597,1.561243319291886e-272,False,True,CL0023,CL0023,3.751940294298278e-271,True,False,AAA_8,AAA_9
PF03104,PF24055,22,57,38,76215,0.028,0.3014,774.114,9.596,3.4199326272587444e-61,False,False,CL0219,,5.609726974723444e-61,True,True,DNA_pol_B_exo1,POL3_N
PF12780,PF17857,47,93,51,76215,0.062,0.4845,755.24,9.561,1.8607013936396466e-138,False,False,CL0023,CL0671,1.360918797087162e-137,True,True,AAA_8,AAA_lid_1
PF00808,PF09011,17,64,27,76215,0.023,0.2297,749.8,9.55,4.173083436497353e-47,False,False,CL0012,CL0114,5.6970679196185685e-47,True,True,CBFD_NFYB_HMF,HMG_box_2
PF07724,PF10431,80,102,80,76215,0.107,0.7843,747.206,9.545,2.4374466707515945e-250,False,False,CL0023,CL0671,4.3415226582563694e-249,True,True,AAA_2,ClpB_D2-small
PF07724,PF17871,68,102,68,76215,0.091,0.6667,747.206,9.545,3.523662011707097e-209,False,False,CL0023,CL0671,4.559678876687645e-208,True,True,AAA_2,AAA_lid_9
PF02861,PF07724,49,49,102,76215,0.066,0.4804,747.206,9.545,1.3763259374226492e-147,False,False,,CL0023,1.157643038476606e-146,True,True,Clp_N,AAA_2
PF03810,PF13513,44,102,44,76215,0.059,0.4314,747.206,9.545,6.417490552813902e-132,False,True,CL0020,CL0020,4.37661292655867e-131,True,False,IBN_N,HEAT_EZ
PF03810,PF18784,22,102,22,76215,0.029,0.2157,747.206,9.545,5.304249171254217e-65,False,False,CL0020,,9.337945634045215e-65,True,True,IBN_N,CRM1_repeat_2
PF03810,PF18787,21,102,21,76215,0.028,0.2059,747.206,9.545,4.989530387093132e-62,False,True,CL0020,CL0020,8.237894226890952e-62,True,False,IBN_N,CRM1_repeat_3
PF09011,PF15963,5,27,19,76215,0.007,0.122,742.836,9.537,4.366294888218072e-14,False,False,CL0114,CL0123,4.533998944281318e-14,True,True,HMG_box_2,Myb_DNA-bind_7
PF04053,PF06957,6,28,22,76215,0.008,0.1364,742.354,9.536,1.0287546283887569e-16,False,False,CL0186,CL0020,1.0869047504400405e-16,True,True,B-prop_COPA_B_2nd,COPI_C
PF12781,PF17857,44,91,51,76215,0.061,0.449,722.573,9.497,9.45587377824906e-127,False,False,CL0023,CL0671,5.915782190193834e-126,True,True,AAA_9,AAA_lid_1
PF01751,PF02518,40,61,70,76215,0.056,0.4396,713.958,9.48,2.8812611415716256e-112,False,False,CL0413,CL0025,1.6037607971836181e-111,True,True,Toprim,HATPase_c
PF03810,PF08767,21,102,22,76215,0.029,0.2039,713.242,9.478,1.0965827928345254e-60,False,True,CL0020,CL0020,1.7624483528147256e-60,True,False,IBN_N,CRM1_C
PF02463,PF06470,81,101,86,76215,0.114,0.7642,710.732,9.473,5.0435504619121954e-247,False,False,CL0023,,8.579702695882095e-246,True,True,SMC_N,SMC_hinge
PF08385,PF12781,44,52,91,76215,0.062,0.4444,708.677,9.469,6.14260942818806e-126,False,False,,CL0023,3.780451493608424e-125,True,True,DHC_N1,AAA_9
PF00472,PF03462,62,106,63,76215,0.088,0.5794,707.597,9.467,5.728689949951768e-186,False,False,CL0337,,6.775966081427326e-185,True,True,RF-1,PCRF
PF01805,PF04818,23,46,54,76215,0.033,0.2987,705.694,9.463,1.187113983522778e-62,False,False,,CL0020,1.983764427211353e-62,True,True,Surp,CID
PF05193,PF08367,22,108,22,76215,0.031,0.2037,705.694,9.463,2.158855388867583e-64,False,True,CL0094,CL0094,3.756904665224736e-64,True,False,Peptidase_M16_C,M16C_assoc
PF05193,PF22516,22,108,22,76215,0.031,0.2037,705.694,9.463,2.158855388867583e-64,False,True,CL0094,CL0094,3.756904665224736e-64,True,False,Peptidase_M16_C,PreP_C
PF00627,PF23195,26,74,38,76215,0.037,0.3023,704.691,9.461,8.391577425501295e-72,False,False,CL0214,,1.7499790939681766e-71,True,True,UBA,UBQLN1
PF01189,PF22458,22,109,22,76215,0.031,0.2018,699.22,9.45,2.7047728435237536e-64,False,False,CL0063,CL0795,4.6907515293183994e-64,True,True,Methyltr_RsmB-F,RsmF-B_ferredox
PF00530,PF03815,22,22,109,76215,0.031,0.2018,699.22,9.45,2.7047728435237536e-64,False,False,CL0550,CL0513,4.6907515293183994e-64,True,True,SRCR,LCCL
PF01477,PF03815,22,22,109,76215,0.031,0.2018,699.22,9.45,2.7047728435237536e-64,False,False,CL0321,CL0513,4.6907515293183994e-64,True,True,PLAT,LCCL
PF00652,PF03815,9,9,109,76215,0.013,0.0826,699.22,9.45,1.7838665627344146e-26,False,False,CL0066,CL0513,2.0337153433583612e-26,True,True,Ricin_B_lectin,LCCL
PF03815,PF06439,5,109,5,76215,0.007,0.0459,699.22,9.45,5.452352297985372e-15,False,False,CL0513,CL0004,5.693007847689554e-15,True,True,LCCL,3keto-disac_hyd
PF00498,PF12906,43,107,44,76215,0.062,0.3981,696.101,9.443,5.078795429006595e-126,False,False,CL0357,CL0229,3.138488277353464e-125,True,True,FHA,RINGv
PF08385,PF12780,44,52,93,76215,0.063,0.4356,693.437,9.438,2.2340716822918548e-125,False,False,,CL0023,1.358387360236895e-124,True,True,DHC_N1,AAA_8
PF07699,PF24631,22,110,22,76215,0.032,0.2,692.864,9.436,3.380966054404694e-64,False,False,CL0001,CL0159,5.8300485266158394e-64,True,True,Ephrin_rec_like,DUF7628
PF07699,PF24632,22,110,22,76215,0.032,0.2,692.864,9.436,3.380966054404694e-64,False,False,CL0001,CL0159,5.8300485266158394e-64,True,True,Ephrin_rec_like,DUF7629
PF07699,PF24639,22,110,22,76215,0.032,0.2,692.864,9.436,3.380966054404694e-64,False,False,CL0001,CL0159,5.8300485266158394e-64,True,True,Ephrin_rec_like,DUF7634
PF07699,PF24640,22,110,22,76215,0.032,0.2,692.864,9.436,3.380966054404694e-64,False,False,CL0001,CL0186,5.8300485266158394e-64,True,True,Ephrin_rec_like,DUF7635
PF00051,PF07699,13,13,110,76215,0.019,0.1182,692.864,9.436,5.645388693270438e-38,False,False,CL0602,CL0001,7.057901306037525e-38,True,True,Kringle,Ephrin_rec_like
PF00488,PF01624,29,73,44,76215,0.042,0.3295,688.118,9.427,1.0157403959515467e-79,False,False,CL0023,,2.5889410092098346e-79,True,True,MutS_V,MutS_I
PF02779,PF02780,65,111,65,76215,0.095,0.5856,686.622,9.423,1.5307250604910523e-195,False,False,CL0254,CL0591,1.8540141932667625e-194,True,True,Transket_pyr,Transketolase_C
PF02779,PF16870,23,111,23,76215,0.033,0.2072,686.622,9.423,4.9254817639274054e-67,False,False,CL0254,CL0591,9.138700233561387e-67,True,True,Transket_pyr,OxoGdeHyase_C
PF04055,PF16881,23,111,23,76215,0.033,0.2072,686.622,9.423,4.9254817639274054e-67,False,False,CL0036,,9.138700233561387e-67,True,True,Radical_SAM,LIAS_N
PF00456,PF02779,22,22,111,76215,0.032,0.1982,686.622,9.423,4.2167104723474236e-64,False,True,CL0254,CL0254,7.205530084801353e-64,True,False,Transketolase_N,Transket_pyr
PF02779,PF22613,22,111,22,76215,0.032,0.1982,686.622,9.423,4.2167104723474236e-64,False,False,CL0254,CL0591,7.205530084801353e-64,True,True,Transket_pyr,Transketolase_C_1
PF00919,PF04055,22,22,111,76215,0.032,0.1982,686.622,9.423,4.2167104723474236e-64,False,False,CL0304,CL0036,7.205530084801353e-64,True,True,UPF0004,Radical_SAM
PF04055,PF08608,22,111,22,76215,0.032,0.1982,686.622,9.423,4.2167104723474236e-64,False,False,CL0036,,7.205530084801353e-64,True,True,Radical_SAM,Wyosine_form
PF04055,PF16199,22,111,22,76215,0.032,0.1982,686.622,9.423,4.2167104723474236e-64,False,False,CL0036,,7.205530084801353e-64,True,True,Radical_SAM,Radical_SAM_C
PF00397,PF25432,22,111,22,76215,0.032,0.1982,686.622,9.423,4.2167104723474236e-64,False,False,CL0680,CL0584,7.205530084801353e-64,True,True,WW,FF_PRPF40A
PF02779,PF13292,22,111,22,76215,0.032,0.1982,686.622,9.423,4.2167104723474236e-64,False,True,CL0254,CL0254,7.205530084801353e-64,True,False,Transket_pyr,DXP_synthase_N
PF00169,PF05708,14,111,14,76215,0.02,0.1261,686.622,9.423,8.223381866001138e-41,False,False,CL0266,CL0125,1.057791006382814e-40,True,True,PH,Peptidase_C92
PF01938,PF04055,13,13,111,76215,0.019,0.1171,686.622,9.423,6.394266785234885e-38,False,False,CL0021,CL0036,7.98097272287355e-38,True,True,TRAM,Radical_SAM
PF02779,PF16078,13,111,13,76215,0.019,0.1171,686.622,9.423,6.394266785234885e-38,False,False,CL0254,,7.98097272287355e-38,True,True,Transket_pyr,2-oxogl_dehyd_N
PF07699,PF24634,87,110,88,76215,0.127,0.7838,684.99,9.42,1.0389197280710303e-267,False,False,CL0001,CL0607,2.2470349547136282e-266,True,True,Ephrin_rec_like,DUF7631
PF00754,PF03815,44,45,109,76215,0.064,0.4,683.682,9.417,1.2349697695432404e-128,False,False,CL0202,CL0513,8.09413087051284e-128,True,True,F5_F8_type_C,LCCL
PF00957,PF13774,62,105,66,76215,0.091,0.5688,681.866,9.413,2.715873578346351e-182,False,False,CL0445,CL0431,3.115024695163921e-181,True,True,Synaptobrevin,Longin
PF02656,PF09359,5,20,28,76215,0.007,0.1163,680.491,9.41,7.084451831826786e-14,False,False,,CL0273,7.34647950231901e-14,True,True,DUF202,VTC
PF07699,PF24633,50,110,51,76215,0.074,0.4505,679.278,9.408,7.815137735229866e-147,False,False,CL0001,CL0607,6.501164028097812e-146,True,True,Ephrin_rec_like,DUF7630
PF07500,PF08711,22,38,65,76215,0.032,0.2716,678.838,9.407,1.1884801182930024e-59,False,False,,,1.870435446045328e-59,True,True,TFIIS_M,Med26
PF04408,PF21010,108,108,113,76215,0.16,0.9558,674.469,9.398,0.0,False,False,CL0123,,0.0,True,True,WHD_HA2,HA2_C
PF16209,PF16212,83,85,111,76215,0.124,0.7345,670.466,9.389,1.3319652079834869e-251,False,False,,CL0137,2.4296329215506014e-250,True,True,PhoLip_ATPase_N,PhoLip_ATPase_C
PF12874,PF21884,20,53,43,76215,0.03,0.2632,668.846,9.386,1.073787606288722e-53,False,False,CL0361,,1.581434276187865e-53,True,True,zf-met,ZUO1-like_ZHD
PF00789,PF14555,15,52,33,76215,0.023,0.2143,666.215,9.38,3.5496736611894118e-40,False,False,CL0072,CL0214,4.542862149654073e-40,True,True,UBX,UBA_4
PF07699,PF24635,20,110,21,76215,0.03,0.1802,659.87,9.366,5.140270913550889e-57,False,False,CL0001,,7.821477550870397e-57,True,True,Ephrin_rec_like,DUF7632
PF12777,PF12780,93,116,93,76215,0.142,0.8017,657.026,9.36,1.296367806183911e-286,False,False,,CL0023,3.383966997521451e-285,True,True,MT,AAA_8
PF00096,PF12874,10,22,53,76215,0.015,0.1538,653.645,9.352,6.880530393039557e-27,False,True,CL0361,CL0361,7.861979634008972e-27,True,False,zf-C2H2,zf-met
PF06424,PF23240,6,20,35,76215,0.009,0.1224,653.271,9.352,2.3011069665838824e-16,False,False,,CL0020,2.4210395742932576e-16,True,True,PRP1_N,HAT_PRP39_N
PF00175,PF00667,22,66,39,76215,0.034,0.2651,651.41,9.347,4.086688863490898e-59,False,False,CL0091,CL0866,6.35893827268779e-59,True,True,NAD_binding_1,FAD_binding_1
PF12777,PF12781,90,116,91,76215,0.139,0.7692,649.806,9.344,3.334748667538657e-274,False,False,,CL0023,8.143241101054076e-273,True,True,MT,AAA_9
PF07719,PF17830,8,23,41,76215,0.012,0.1429,646.575,9.337,1.6502332937084943e-21,False,False,CL0020,,1.8052407562678184e-21,True,True,TPR_2,STI1-HOP_DP
PF00350,PF01031,45,118,45,76215,0.07,0.3814,645.89,9.335,2.1585835681713062e-131,False,False,CL0023,,1.4589712152729276e-130,True,True,Dynamin_N,Dynamin_M
PF00350,PF02212,44,118,44,76215,0.068,0.3729,645.89,9.335,2.221911742853737e-128,False,False,CL0023,,1.4499889563278264e-127,True,True,Dynamin_N,GED
PF00350,PF18150,22,118,22,76215,0.034,0.1864,645.89,9.335,1.8651829166210656e-63,False,False,CL0023,,3.155180933814853e-63,True,True,Dynamin_N,DUF5600
PF13516,PF13855,8,34,28,76215,0.012,0.1481,640.462,9.323,1.987203922764533e-21,False,True,CL0022,CL0022,2.1707263629621233e-21,True,False,LRR_6,LRR_8
PF04408,PF07717,108,108,120,76215,0.17,0.9,635.125,9.311,0.0,False,False,CL0123,CL0021,0.0,True,True,WHD_HA2,OB_NTP_bind
PF07719,PF13414,8,23,42,76215,0.013,0.1404,631.18,9.302,2.0381667029356763e-21,False,True,CL0020,CL0020,2.224790474581553e-21,True,False,TPR_2,TPR_11
PF08393,PF12780,90,117,93,76215,0.143,0.75,630.397,9.3,2.059180142894485e-270,False,False,,CL0023,4.796305748218847e-269,True,True,DHC_N2,AAA_8
PF07728,PF17857,26,62,51,76215,0.041,0.2989,626.689,9.292,2.4299642212182854e-69,False,False,CL0023,CL0671,4.73483375923357e-69,True,True,AAA_5,AAA_lid_1
PF00428,PF17777,22,63,43,76215,0.036,0.2619,618.948,9.274,2.4354240489056593e-58,False,False,,,3.747187002076391e-58,True,True,Ribosomal_60s,RL10P_insert
PF08393,PF12781,86,117,91,76215,0.14,0.7049,615.618,9.266,3.2789753576431424e-254,False,False,,CL0023,6.054108160331363e-253,True,True,DHC_N2,AAA_9
PF07717,PF21010,109,120,113,76215,0.178,0.879,612.643,9.259,0.0,False,False,CL0021,,0.0,True,True,OB_NTP_bind,HA2_C
PF08241,PF12589,13,81,20,76215,0.021,0.1477,611.602,9.256,6.159805717484601e-35,False,False,CL0063,,7.466730069072606e-35,True,True,Methyltransf_11,WBS_methylT
PF03028,PF12780,91,122,93,76215,0.149,0.7339,611.278,9.256,2.938126613117346e-272,False,True,CL0023,CL0023,6.950505769155722e-271,True,False,Dynein_heavy,AAA_8
PF01119,PF13589,43,43,125,76215,0.071,0.344,609.72,9.252,4.733215171704688e-124,False,False,CL0329,CL0025,2.8550150477931864e-123,True,True,DNA_mis_repair,HATPase_c_3
PF13589,PF16413,22,125,22,76215,0.036,0.176,609.72,9.252,7.506541194920911e-63,False,False,CL0025,,1.262767041012251e-62,True,True,HATPase_c_3,Mlh1_C
PF08676,PF13589,21,21,125,76215,0.034,0.168,609.72,9.252,5.499551921209653e-60,False,False,,CL0025,8.7095414317065e-60,True,True,MutL_C,HATPase_c_3
PF12777,PF17857,47,116,51,76215,0.078,0.3917,605.494,9.242,1.752972754984165e-132,False,False,,CL0671,1.2063639777481935e-131,True,True,MT,AAA_lid_1
PF01612,PF13481,22,126,22,76215,0.036,0.1746,604.881,9.241,9.094463370769566e-63,False,False,CL0219,CL0023,1.5264986189961333e-62,True,True,DNA_pol_A_exo1,AAA_25
PF01096,PF07500,22,73,38,76215,0.036,0.2472,604.445,9.239,2.5048613680554832e-58,False,False,CL0167,,3.850111788056854e-58,True,True,Zn_ribbon_TFIIS,TFIIS_M
PF12777,PF22597,34,116,37,76215,0.056,0.2857,603.753,9.238,5.707565470897898e-95,False,False,,CL0671,2.851899050475055e-94,True,True,MT,DYN_lid
PF00684,PF01556,43,43,127,76215,0.072,0.3386,600.118,9.229,1.0863584219394493e-123,False,False,CL0895,,6.52677242387431e-123,True,True,DnaJ_CXXCXGXG,DnaJ_C
PF01253,PF17832,22,65,43,76215,0.037,0.2558,599.903,9.229,5.606877161876437e-58,False,False,,CL0668,8.600620084175204e-58,True,True,SUI1,Pre-PUA
PF12774,PF22597,37,128,37,76215,0.062,0.2891,595.43,9.218,6.660115726350202e-106,False,False,CL0023,CL0671,3.601219717747931e-105,True,True,AAA_6,DYN_lid
PF00169,PF01237,19,111,22,76215,0.032,0.1667,592.991,9.212,3.799328630746261e-52,False,False,CL0266,,5.483492418445986e-52,True,True,PH,Oxysterol_BP
PF08264,PF19302,22,129,22,76215,0.037,0.1705,590.814,9.207,1.6014063158109905e-62,False,False,CL0258,,2.673130277991003e-62,True,True,Anticodon_1,DUF5915
PF06827,PF08264,12,12,129,76215,0.02,0.093,590.814,9.207,3.264801860352397e-34,False,False,CL0839,CL0258,3.941714526773149e-34,True,True,zf-FPG_IleRS,Anticodon_1
PF08264,PF13603,7,129,7,76215,0.012,0.0543,590.814,9.207,3.373240028002291e-20,False,False,CL0258,CL0039,3.6479181445681917e-20,True,True,Anticodon_1,tRNA-synt_1_2
PF03028,PF12781,86,122,91,76215,0.146,0.6772,590.388,9.206,1.8023500568587337e-251,False,True,CL0023,CL0023,3.248521412004908e-250,True,False,Dynein_heavy,AAA_9
PF03764,PF14492,68,90,98,76215,0.116,0.5667,587.599,9.199,2.032087640201504e-190,False,False,CL0329,CL0437,2.4417307041786324e-189,True,True,EFG_IV,EFG_III
PF08393,PF17857,46,117,51,76215,0.078,0.377,587.547,9.199,2.951687467814121e-128,False,False,,CL0671,1.9179634447513215e-127,True,True,DHC_N2,AAA_lid_1
PF00628,PF23264,11,68,21,76215,0.019,0.141,587.09,9.197,4.256268305323831e-29,False,False,CL0229,,4.930367417184606e-29,True,True,PHD,DUF7073
PF00806,PF22493,6,39,20,76215,0.01,0.1132,586.269,9.195,4.622412937062401e-16,False,True,CL0020,CL0020,4.853213028233339e-16,True,False,PUF,PUF_NOP9
PF12774,PF12777,114,128,116,76215,0.195,0.8769,585.164,9.193,0.0,False,False,CL0023,,0.0,True,True,AAA_6,MT
PF12774,PF17857,50,128,51,76215,0.086,0.3876,583.755,9.189,1.3939351738033128e-142,False,False,CL0023,CL0671,1.0934807529213551e-141,True,True,AAA_6,AAA_lid_1
PF12774,PF12780,91,128,93,76215,0.156,0.7,582.625,9.186,6.853441349937167e-269,False,True,CL0023,CL0023,1.5258985593830693e-267,True,False,AAA_6,AAA_8
PF00675,PF08367,22,131,22,76215,0.038,0.1679,581.794,9.184,2.3166793712420303e-62,False,True,CL0094,CL0094,3.8501125884307725e-62,True,False,Peptidase_M16,M16C_assoc
PF00675,PF22516,22,131,22,76215,0.038,0.1679,581.794,9.184,2.3166793712420303e-62,False,True,CL0094,CL0094,3.8501125884307725e-62,True,False,Peptidase_M16,PreP_C
PF12775,PF12777,116,132,116,76215,0.201,0.8788,577.386,9.173,0.0,False,False,CL0023,,0.0,True,True,AAA_7,MT
PF12775,PF12780,93,132,93,76215,0.161,0.7045,577.386,9.173,5.414747396990911e-277,False,True,CL0023,CL0023,1.3439225506629901e-275,True,False,AAA_7,AAA_8
PF12775,PF17857,51,132,51,76215,0.088,0.3864,577.386,9.173,2.034835954379311e-146,False,False,CL0023,CL0671,1.68346537427884e-145,True,True,AAA_7,AAA_lid_1
PF12775,PF22597,37,132,37,76215,0.064,0.2803,577.386,9.173,2.527771600420547e-105,False,False,CL0023,CL0671,1.3619381505468712e-104,True,True,AAA_7,DYN_lid
PF01624,PF05192,22,44,66,76215,0.038,0.25,577.386,9.173,1.6806903653414572e-57,False,False,,,2.5676742816619235e-57,True,True,MutS_I,MutS_III
PF00587,PF02403,22,132,22,76215,0.038,0.1667,577.386,9.173,2.7800152454904355e-62,False,False,CL0040,CL0298,4.599937794177617e-62,True,True,tRNA-synt_2b,Seryl_tRNA_N
